	name	contri	userType	prevReviewCount	prevPhotosReview	rating	reviewDate	reviewText	reviewDate2	formatted_date	location
0	Gayan Pathirana	https://lh3.googleusercontent.com/a-/ACNPEu_p_VczsvqkNYFVSmpL44QMyTXf5IsUj95YJzqZLaU=s40-c-c0x00000000-cc-rp-mo-ba7-br100	Local Guide	296.0	8119.0	5	a year ago	I may be biased towards this place because I deeply want Tim Hortonâ€™s to do well. Itâ€™s a Canadian brand thatâ€™s more than a business for Canadians. Itâ€™s part of the cultural identity. So, it would be sad to see trendy hipster coffee shops â€¦More	2022-02-12 19:30:29.863040	02-12-2022	100_king_st
1	A Benjeddi	https://lh3.googleusercontent.com/a-/ACNPEu8x_Dimo7zRtiLsByU4-Wn8AamslvWuirlM5NYraw=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	125.0	1068.0	2	2 months ago	After all the hope, thought we could try it. First the service was not good at all. Very slow dropping stuff on the floor, distracted by another worker talking about payment and holidays. â€¦More	2022-12-14 19:30:29.865696	12-14-2022	100_king_st
2	Serge Simic	https://lh3.googleusercontent.com/a-/ACNPEu--vaTtQ27P-kHV3YQ7dm7LxWcpuKfs2cBL3uDB=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	4.0	65.0	5	3 years ago	Unfortunately, Google only (ice) caps its stars to 5 but you better hurry up and get here on the double (double). Donuts made espresso for you, and its (maple) bacon my heart. I'm loving this place to (Tim) bits	2020-02-13 19:30:29.866699	02-13-2020	100_king_st
3	Azad Jalali	https://lh3.googleusercontent.com/a-/ACNPEu-PjSAGNlYHJASecuIhK3tVzmVWFlfMsX2jKRbQedc=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	166.0	1330.0	5	2 years ago	Love this place. Very different than any other Timhotons. Unique donuts and drinks. Nice ambiance and ordering kiosks. This place is better than Starbucks. We had to try a half a dozen of their donuts.	2021-02-12 19:30:29.866699	02-12-2021	100_king_st
4	Kerry Fletcher	https://lh3.googleusercontent.com/a-/ACNPEu8dbn10AiyhJhT4EiXStoTUoSwiYiEh6NNFAAAK=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	259.0	135.0	4	2 days ago	Amazing fast and friendly service. Even when busy they have a great attitude. No complaints here other than its a bit more expensive than other locations. â€¦More	2023-02-10 19:30:29.867698	02-10-2023	100_king_st
5	OfficialG Tui	https://lh3.googleusercontent.com/a-/ACNPEu_d544jCuGCUqWonaC8qcUOWbDKTk8aJ_PJNXu2cI0=s40-c-c0x00000000-cc-rp-mo-ba8-br100	Local Guide	1007.0	21908.0	5	3 years ago	Pretty good for a first time. They are not stingy on portion and it is worth visiting. The bacon farmer's wrap is pretty good for my breakfast. Nicely toasted! Great atmosphere ! They have a coffee bar decorated with hockey sticks. Hope they keep up their standards. Hence why the line up. Big thumbs up!	2020-02-13 19:30:29.867698	02-13-2020	100_king_st
6	Elio P	https://lh3.googleusercontent.com/a/ALm5wu0AhPgNAu_U1Z5KKG34q_YXG3qqopdcJ1qDgMTQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	53.0	37.0	5	3 years ago	This is the next level Tim Hortons. It looks even more modern and luxurious than Starbucks. This menu is a lot better than the regular menu at regular Tim Hortons and itâ€™s so good.	2020-02-13 19:30:29.868698	02-13-2020	100_king_st
7	Tam Huynh	https://lh3.googleusercontent.com/a/ALm5wu3kjFJzk-ScUVB9d-ucHB-jd4Y148ZNtjle44Bg=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	176.0	583.0	4	3 years ago	A little more classy Tim Horton's. Currently, custom drinks take a bit of time. Service will get better with time. Very neat place to visit.	2020-02-13 19:30:29.868698	02-13-2020	100_king_st
8	J H	https://lh3.googleusercontent.com/a/ALm5wu1hDDULndOXeJKvwSWZ1H1zc3J9xgh9ERIAgA7Y=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	33.0	56.0	2	3 years ago	I had 4 timbits, one of each they offered... I like the ones at the normal Tim hortons more, so was disappointed. Almost like they were a little stale.. â€¦More	2020-02-13 19:30:29.869698	02-13-2020	100_king_st
9	Adrienne Chau	https://lh3.googleusercontent.com/a/ALm5wu2CyFDDJJiwcl6-cvsHcMKMESiYz8N34fonxP_2=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	82.0	128.0	5	3 years ago	Tim Hortons is finally starting to compete w Starbucks! I would say 80% of the menu is different from the other Tims. Prices are extremely reasonable and the donuts are unique. I liked the coconut one ... it felt like there were pop rocks â€¦More	2020-02-13 19:30:29.869698	02-13-2020	100_king_st
10	Xiomara	https://lh3.googleusercontent.com/a-/ACNPEu83pclHwhd6j30hx-ga4nICBPp82MJ3dzSUDLAVnx8=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	318.0	1081.0	3	3 years ago	Ummm it wasn't as fancy as they promotes it to be. If it wasn't for all the talk, I would've rated it higher. Looks like a normal cafe now. Meant to be a bit more chill than other Timmy's which by nature are more fast paced. â€¦More	2020-02-13 19:30:29.869698	02-13-2020	100_king_st
11	D Stan	https://lh3.googleusercontent.com/a-/ACNPEu-PY19d-nrmcMV4N1qZkqcyr9kT7HXvFMm7A6G0n_U=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	147.0	165.0	5	3 years ago	The ambiance is totally different than a normal Timmy's and the food tastes the same with a few extra goodies here. Example more donuts and sandwiches and more unique drinks. Place very busy and you can use the electronic kiosk for quicker service.	2020-02-13 19:30:29.870699	02-13-2020	100_king_st
12	Matthew Chin	https://lh3.googleusercontent.com/a/ALm5wu3JfoLmWEu8EZ0jpL1kNyvNUB8I4Oar_9uQQ7Nt=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	9.0	88.0	4	3 years ago	Good value for money. I went shortly before noon and waited about 25 minutes. The donuts are freshly baked and they are replenished when they are sold out. I wasnâ€™t able to get all 12 flavors though as some were were still being prepared. Due to the crowds, I was told to come back later if I wanted to try the flavors I was missing.	2020-02-13 19:30:29.870699	02-13-2020	100_king_st
13	Mitchell Marino	https://lh3.googleusercontent.com/a-/ACNPEu-JcLqvkn93iYYj4KGjeJ9MMH3O1Sch8A1h1LXZlA=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	39.0	199.0	5	3 years ago	This Tim Hortons location, also known as the Tim Hortons â€œinnovation cafeï¿½, is a very well executed example of how Tim Hortons can enter the cafe space. â€¦More	2020-02-13 19:30:29.871699	02-13-2020	100_king_st
14	Charles Liu	https://lh3.googleusercontent.com/a/ALm5wu3yfLz05NaRJaab8EGnkPG8MAxsmbYy4c_ZT9ZU=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	42.0	35.0	5	2 years ago	Just going to talk about how awesome the donuts are.Variety in flavour, reasonably priced. Interior atmosphere is not bad. One of a kind of Tim's in downtown.	2021-02-12 19:30:29.871699	02-12-2021	100_king_st
15	Julia Liu	https://lh3.googleusercontent.com/a-/ACNPEu-dl0la53UKlijtONVhpnME1wvo9UMX7MbFe7J2EiY=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	78.0	55.0	5	3 years ago	great food @ a very reasonable price! The new flavours are delicious. The interior is super pretty as well! Love the wireless charging feature.	2020-02-13 19:30:29.872699	02-13-2020	100_king_st
16	Maria F	https://lh3.googleusercontent.com/a-/ACNPEu9rNmDboO5cSPjHfZzJeje1dXkXtjxzWwNS96b3jA=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	179.0	201.0	3	3 years ago	This is the â€˜uniqueâ€™ Tim Hortons with the upgraded food and beverage menu. The ambiance is lovely, with bits of Canadiana sprinkled throughout. It was definitely crowded and the beverages were a let down. Had a simple latte and the staff â€¦More	2020-02-13 19:30:29.872699	02-13-2020	100_king_st
17	Shelly Y	https://lh3.googleusercontent.com/a/ALm5wu2rhMJE2KoF-Th3GUHE_EtK2pd8vESf3W0P6Fut=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	30.0	34.0	5	3 years ago	Haters gonna hate. They have the best affordable drinks and donuts! Check it out.	2020-02-13 19:30:29.872699	02-13-2020	100_king_st
18	Daniel Zakharko	https://lh3.googleusercontent.com/a-/ACNPEu8BiQqRT9YAqno-p3dohb7W1TZ8Xl_1u102DsN2=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	89.0	72.0	5	2 years ago	This is the most nice and most amazing Tim Hortons ever they have a good selection of drinks and donuts	2021-02-12 19:30:29.873699	02-12-2021	100_king_st
19	Larissa Lio	https://lh3.googleusercontent.com/a-/ACNPEu-YZaekWE-IoCsN-TTNtX5znz0r_u4-JQ1tEfmNMA=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	128.0	111.0	4	3 years ago	Unique selection of donuts. There is a chocolate truffle dreambit (timbit) that is to die for. The concept is nice and I wish all the time look like it. Coffee of brewed from espresso machines and doesnâ€™t taste like water. Was impressed with the cute single donut boxes as well.	2020-02-13 19:30:29.873699	02-13-2020	100_king_st
20	Michael W	https://lh3.googleusercontent.com/a-/ACNPEu810yzmkpfSRYZTfNDiMC2zfCLWgCGb2afVBKhdzA=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	155.0	182.0	5	3 years ago	I purposely visited this location. I recommend that you hire a greeter to direct Clients, the place is congested with Clients who were waiting for their foods and coffees; providing trays for eat-in Clients, a better tracking system to â€¦More	2020-02-13 19:30:29.874700	02-13-2020	100_king_st
21	Anita Windisman	https://lh3.googleusercontent.com/a-/ACNPEu-jLjxo_bBG-N7cva1R5pf9WDRRRY632OW3jjr8z5Y=s40-c-c0x00000000-cc-rp-mo-ba8-br100	Local Guide	975.0	12284.0	5	3 years ago	"This is the brand new Tim Hortons upscale concept store called the ""Innovation Cafe"" that opened on July 25, 2019. It offers many products you won't find in a typical location such as fruit loops and maple and bacon donuts, a nitro cold â€¦More"	2020-02-13 19:30:29.874700	02-13-2020	100_king_st
22	M K	https://lh3.googleusercontent.com/a/ALm5wu0O_JUCtDVdyEhge-PdptHOMIJrRYU56zAi2-vC=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	212.0	295.0	5	2 years ago	Definitely worth a visit! It's no regular Tims, and if you actually like coffee they have a full espresso bar. The coffee is waaaaaaay better than any other Tims. I tried the timbits and wasn't too impressed but I guess I just like the â€¦More	2021-02-12 19:30:29.875701	02-12-2021	100_king_st
23	Karam Al Shelh	https://lh3.googleusercontent.com/a/ALm5wu3fXsP8pAmDRaBQl6uScaK7GlG325r9nJjPhepLOUY=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	119.0	845.0	5	3 years ago	Best Tim Hortons in Town !!! 100% Better than Starbucks !!! Nitro Peach Mango is an Amazing Drink ï¿½	2020-02-13 19:30:29.875701	02-13-2020	100_king_st
24	Sreekar Reddy	https://lh3.googleusercontent.com/a-/ACNPEu-OUmPQ0eiUK-sApwek4PZdfqR6Nni_x8wD1Sz1Xes=s40-c-c0x00000000-cc-rp-mo-ba7-br100	Local Guide	164.0	14338.0	5	3 years ago	This coffee shop is just amazing, never in my life thought Tim Hortons would do something above and beyond their regular doughnuts and coffee. The drinks on the tap is the highlight for me, so is that bar area. â€¦More	2020-02-13 19:30:29.876700	02-13-2020	100_king_st
25	Joyce H	https://lh3.googleusercontent.com/a/ALm5wu0I1p7fBFWlZsoDGIsUytwGsBr-ci5c7Ifk97A=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	87.0	31.0	5	3 years ago	Really cool place, Tim Horton's did right by us.	2020-02-13 19:30:29.876700	02-13-2020	100_king_st
26	todd nesbitt	https://lh3.googleusercontent.com/a/ALm5wu3Xbp_8ILUy0nTnD60S5v0PS_kSscRmXLQfymoX=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	144.0	50.0	2	3 years ago	What kind of Tim Hortons is this. Limiting the amount of donuts one can buy.. . and not getting a steep tea right after 3 times.	2020-02-13 19:30:29.876700	02-13-2020	100_king_st
27	Ian Hoag	https://lh3.googleusercontent.com/a-/ACNPEu-Ta5rLPcweDz2NkJVHWVlwLtedzuCMqcO_9eXC90Q=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	223.0	97.0	5	2 years ago	Different donuts. Better sandwiches. Better capachino better everything	2021-02-12 19:30:29.877700	02-12-2021	100_king_st
28	James Chezepock	https://lh3.googleusercontent.com/a-/ACNPEu984NVpulGFugnM0ymSwb_AlaKfa3GlndFSjZkL1g=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	128.0	1086.0	5	3 years ago	This is exactly what Tim Hortons needs, upgraded menu, and trendy setting. This stacks up against Starbucks and all the big chains. The donuts are amazing, and the new nitro coffee is delicious. Strongly recommend you stop by and try it out. Hopefully this expands across Canada.	2020-02-13 19:30:29.877700	02-13-2020	100_king_st
29	Samson Luke	https://lh3.googleusercontent.com/a/ALm5wu2rjGgzaZAP9Oq-PjEz-gUDoTrczYacgD2WP2K3=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	252.0	749.0	4	2 years ago	nice new store.. they have coffee on tap a d some new donuts	2021-02-12 19:30:29.878700	02-12-2021	100_king_st
30	Judy Jia	https://lh3.googleusercontent.com/a/ALm5wu1L56f6Ws6MKUjEWbiBhJ9-B-BzVBhKpKs2RAe8=s40-c-c0x00000000-cc-rp-mo-ba6-br100	Local Guide	258.0	493.0	5	3 years ago	They have cool new offerings that are different and unique, worth a try!	2020-02-13 19:30:29.878700	02-13-2020	100_king_st
31	Priscila Martins de Souza	https://lh3.googleusercontent.com/a-/ACNPEu80IVZmMRdswRMQY0-5cep9DB-7DKE8PQ2_81DqYfQ=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	215.0	415.0	5	3 years ago	I just love Tim Hortons! I thought it would be like Dukin Donuts, from US, but this is much better! I've tasted every cappuccino flavor from Tim Hortons, and I've tried to taste almost all the donuts and timbits. The breakfast meal is good too. And the price very low.	2020-02-13 19:30:29.879701	02-13-2020	100_king_st
32	Mike McMahon	https://lh3.googleusercontent.com/a-/ACNPEu8L9y6Zo_w02KzbQ8PmO2ss9kSk_hDaDQL5-Iy4rg=s40-c-c0x00000000-cc-rp-mo-ba6-br100	Local Guide	331.0	2383.0	5	2 years ago	Always great coffee. With a great location free od cold and snow what more could a person ask ? A total of 4 tables combined with 6 chairs and a long banquette keeps the people fresh. This is not the place for all day people watching.	2021-02-12 19:30:29.879701	02-12-2021	100_king_st
33	David Scheltema	https://lh3.googleusercontent.com/a-/ACNPEu_fjxfaJENv_GfkRI5MEw6_4qBnFkb2gq651P_-YvM=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	37.0	61.0	1	3 years ago	Slow and unfriendly staff. Poorly trained and not knowledgeable about their products. The place needs to work on its customer service if they want to achieve the fancy feel this location is going for.	2020-02-13 19:30:29.879701	02-13-2020	100_king_st
34	Kerrie Chan	https://lh3.googleusercontent.com/a-/ACNPEu8wKYnYvaHAV4PvyBU_iWEnzn2zyYnTnxpQ9GBIcw=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	61.0	324.0	5	3 years ago	A fancy version of Tim Hortons - with marble tables, fux leather seating and more glamorous decor. The food choices are more limited though. The simple dounets are not available here just in caae you are looking for those. The greek yogurt â€¦More	2020-02-13 19:30:29.880701	02-13-2020	100_king_st
35	M M	https://lh3.googleusercontent.com/a/ALm5wu06_h9Gohut9eTKRpxvn2_0E4cDDxaUIaasidq2=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	78.0	87.0	3	2 years ago	My friend and I went, they had a great selection of donuts. Coffee as usual is good. But the service was off. The staff mispelled our names and got our orders messed up. Waited 20mins for sandwich which they forgot or gave to soemone else. Ended up just replacing the orders with donuts. No apologies from the staff either.	2021-02-12 19:30:29.880701	02-12-2021	100_king_st
36	Robyn Huang	https://lh3.googleusercontent.com/a-/ACNPEu83zy2Z17F18iCSPjjKTGT4atHILxjX73RWqVUwxtQ=s40-c-c0x00000000-cc-rp-mo-ba6-br100	Local Guide	728.0	2710.0	3	3 years ago	Thank goodness there was no long line when we went on a Saturday afternoon. Though prettily set up with huge display cases of beautifully decorated donuts, the new â€œinnovation cafeï¿½ was a bit of a let down for us. â€¦More	2020-02-13 19:30:29.881701	02-13-2020	100_king_st
37	Leonard E	https://lh3.googleusercontent.com/a-/ACNPEu9nGfcGi0Xy73gwnpPCxEVkqq3KgNj_KmjK5ZSwg-0=s40-c-c0x00000000-cc-rp-mo-ba8-br100	Local Guide	1186.0	19061.0	4	3 years ago	Dropped in for a dark roast coffee before my meeting downtown. Clean location and order placement via two self ordering stations or counter â€¦More	2020-02-13 19:30:29.881701	02-13-2020	100_king_st
38	Brent Allen	https://lh3.googleusercontent.com/a-/ACNPEu9o_TCvKZBo4Y8cIqEW9vPd4B71hXAlhVygKkDunw=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	102.0	125.0	5	3 years ago	If these sort of locations become more common, it could make Tim Horton's relevant again. The nitro cold brew / lattes are much better than the normal Tim's coffee and â€¦More	2020-02-13 19:30:29.882701	02-13-2020	100_king_st
39	William Khalil	https://lh3.googleusercontent.com/a-/ACNPEu9sT1IxqIP-KEuyNZtFdU9XmqJ25XTctXuU8gD8P7k=s40-c-c0x00000000-cc-rp-mo-ba8-br100	Local Guide	718.0	13937.0	5	2 years ago	"2020.10.16. The morning walk was to 130 King St West to visit ""Tim Hortons Innovation Cafe"". I did like the new concept. We should start seeing the upscale look of this chain. We have it in Saudi Arabia, Bahrain, and Dubai but with the â€¦More"	2021-02-12 19:30:29.882701	02-12-2021	100_king_st
40	Michael Landa	https://lh3.googleusercontent.com/a-/ACNPEu8gw_gaS_8YLgaBR0ruaHGoTK5UmQ3aOGmE_CNzPYE=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	181.0	1159.0	5	7 months ago	Definitely a change from normal Tim Hortons, worth a try!	2022-07-17 19:30:29.883702	07-17-2022	100_king_st
41	Abby Lee	https://lh3.googleusercontent.com/a-/ACNPEu_In5THN2-dBb6YK6rPn5Uj_3bkiPlp-EqeYYSu-Q=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	111.0	167.0	3	2 years ago	This is not your typical Tim Hortons. The customer service and menu is a step above. I got a dulce de leche donut and a strawberry rhubarb iced tea. Only critique is that the tea that I ordered is inconsistent in flavour and presentation.	2021-02-12 19:30:29.883702	02-12-2021	100_king_st
42	Taylor Duwyn	https://lh3.googleusercontent.com/a-/ACNPEu8nDl8OSqcDzVEenoUygensqdRiSHQF6JUDGBcULA=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	244.0	211.0	4	3 years ago	Excellent location, the new donut lineup is amazing and the iced matcha latte with oat milk is to die for! They are not actually open 24/7 though as is displayed here, and they also posted on instagram that they were open 24h through â€¦More	2020-02-13 19:30:29.883702	02-13-2020	100_king_st
43	Jess M	https://lh3.googleusercontent.com/a-/ACNPEu8dpHsFzNlIxATuhEfpoCGqQ7Pvlr34ukpHCUfj=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	350.0	614.0	5	3 years ago	Incredible donuts! Pricier than the regular Tim Hortons stores but definitely worth it. We had the froot loops (lacked flavour and loops are soggy), brown butter and sea salt (very tasty), peanut butter and jelly (packed with flavour, â€¦More	2020-02-13 19:30:29.884702	02-13-2020	100_king_st
44	Sugandh Gupta	https://lh3.googleusercontent.com/a-/ACNPEu_UUQhJ7agaacoSBPSvRXfXrCYiG-vL7NNdgxInEA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	22.0	8.0	5	3 years ago	Great new flavours for drinks and doughnuts, trendy coffee shop atmosphere all while being afordable and not too busy	2020-02-13 19:30:29.884702	02-13-2020	100_king_st
45	dee smith	https://lh3.googleusercontent.com/a-/ACNPEu8ipy_KyPrEnmIpSSAIVS12j3BeqdQbQD4vvNfBnno=s40-c-c0x00000000-cc-rp-mo-ba6-br100	Local Guide	756.0	3999.0	2	4 years ago	Ive gotten way too comfortable with great service at tim hortons, that I forgot to check my coffee before walking away. It was cold! Breakfast sand which was cold & it was only 9:30am !! Jeez	2019-02-13 19:30:29.885702	02-13-2019	100_king_st
46	aka.foodiedreams	https://lh3.googleusercontent.com/a-/ACNPEu8uNPht5Dy0qpDRpWInj7XTwhGwhSA_Z4zsD3kg3w=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	238.0	362.0	5	2 years ago	Other than the normal menu, this cafe has all kinds of special drinks and foods such as this matcha latte and interesting donut and timbits flavours that can't be found at other stores! â˜•ï¿½	2021-02-12 19:30:29.885702	02-12-2021	100_king_st
47	Tiziana Francesca	https://lh3.googleusercontent.com/a-/ACNPEu_pF5ZMt9voWLWnPZBhxszGIgmjVwnkEEm1EbS8GVM=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	127.0	336.0	1	3 years ago	Very bad experience ! Why a 24 hours place should remove all the chairs at one o'clock at night ? Some clients need to seat while they are drinking and eating...	2020-02-13 19:30:29.886702	02-13-2020	100_king_st
48	PraneshKumar Virupakshappa Palmari	https://lh3.googleusercontent.com/a-/ACNPEu923wN10kE772zo2ONUef6QUxZxi5tQPPcLxvPHrn0=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	131.0	773.0	5	3 years ago	Good and quick service... Whenever I go downtown.. Day starts here...	2020-02-13 19:30:29.886702	02-13-2020	100_king_st
49	Mason James	https://lh3.googleusercontent.com/a-/ACNPEu8zIwxD2oh6WaZGIS3KmywvQon-_Xmy3wJ41SD_3Q=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	53.0	90.0	5	3 years ago	One of a kind Tim Hortons in the heart of Toronto!	2020-02-13 19:30:29.887702	02-13-2020	100_king_st
50	Sunita Pace	https://lh3.googleusercontent.com/a-/ACNPEu8kctcRmHCN48oNCZp_S44UGQe9KkfN9m6ASO4v3A=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	121.0	187.0	5	2 years ago	They have PLANT MILKS at this location and can make many of their specialty drinks dairy free!! Seating is comfy and overall experience is very Canadian :) It can be a bit busy and disorganized at times but I think its cause it's pretty new â€¦More	2021-02-12 19:30:29.887702	02-12-2021	100_king_st
51	Nabeelah K	https://lh3.googleusercontent.com/a-/ACNPEu_6nA8Tr-QsNjuijhoqAbJ84N-Yexd5vIjQK5SKv5w=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	143.0	160.0	5	3 years ago	Classic Tim Horton drinks/food and price. Always packed but the environment is great!	2020-02-13 19:30:29.887702	02-13-2020	100_king_st
52	Taylor Alexander	https://lh3.googleusercontent.com/a-/ACNPEu8lT4LuFw9eRzOz5BnBBNf6BFFuIzCSJglBoIcaRw=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	38.0	2.0	5	a year ago	The food is a little better than the regular Tim Hortans, the drinks are much nicer, the prices are good. The seating area is spacious, and comfortable. The bathroom is kept clean for a downtown Cafe and is a gender neutral stall washroom. The staff at this location are all very friendly and welcoming. Wait times vary.	2022-02-12 19:30:29.888703	02-12-2022	100_king_st
53	Sam Dean	https://lh3.googleusercontent.com/a-/ACNPEu_zZJ6yAa1sYGKEk5GvT6L7_FPCLiOuEZZVDMcfPA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	17.0	46.0	5	5 years ago	Great tasting food and coffee for a small amount of money	2018-02-13 19:30:29.888703	02-13-2018	100_king_st
54	Jonathan Pooley	https://lh3.googleusercontent.com/a-/ACNPEu8GUwtGGHoOKqNbrN2Q_8dykTHqQemD82YF4iR-N8E=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	105.0	231.0	4	2 years ago	Very nice environment. Clean and well kept. The ambiance was very cozy. Staff was friendly. Nice views from the seating areas to look out at Toronto.	2021-02-12 19:30:29.889703	02-12-2021	100_king_st
55	Paige D	https://lh3.googleusercontent.com/a-/ACNPEu8oCz_6lRD7GiPtVG1SbjYayidg_bHEtXN3UM-SkA=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	119.0	208.0	5	2 years ago	This Tim Hortons is honestly the best I have been to. The regular employees are super friendly and treat their customers great. I have a regular sandwich order that they actually know by heart and will start making it when I come in. I add â€¦More	2021-02-12 19:30:29.889703	02-12-2021	100_king_st
56	Nadia Ali	https://lh3.googleusercontent.com/a-/ACNPEu9UYFBsqu_-oKaLs5fjYzYkdflMu2k4Xr-V2ZPz=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	1	9 months ago	This place sucks everything i asked for they did not have. Finally asked for a vanilla dip donut and a medium Carmel Latte. The caramel latte was not even filled to the top. The vanilla dip donut was rock hard stake	2022-05-18 19:30:29.890703	05-18-2022	100_king_st
57	Freddy Hood	https://lh3.googleusercontent.com/a-/ACNPEu9UdCsFTqhr9wpJC_cjvQgowVqNhvyrFuVCupEtNw=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	65.0	33.0	1	a year ago	I had the worst time with the tim rewards card and that I can not link my Tim's card with the Mobile app. After calling and waiting a significant time on the phone with the Tim's customer service line they told me that no one could help me â€¦More	2022-02-12 19:30:29.890703	02-12-2022	100_king_st
58	James L	https://lh3.googleusercontent.com/a-/ACNPEu8o_3P80am_cMZU_Ekg-Irs-AGhvLOzs7aeIqZ2=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	10.0	81.0	3	3 years ago	Only had a few Tim Bits when I visited but the matcha drink was excellent.	2020-02-13 19:30:29.891704	02-13-2020	100_king_st
59	Josh Vickery	https://lh3.googleusercontent.com/a-/ACNPEu-osXpY_ar7L85TjYCtsZot8AoxrpZHlgSYIvMV=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	11.0	15.0	5	3 years ago	Unique atmosphere and food make it a place you need to stop at while in Toronto. Dream donuts all looked delicious and the Draft Latte was very good as well.	2020-02-13 19:30:29.891704	02-13-2020	100_king_st
60	MQQ Zzz	https://lh3.googleusercontent.com/a/ALm5wu3DRW2vNtMq6Celvd9cVx92LxcsaBQmWgU5GtV2=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	5.0	6.0	5	3 years ago	Wish more and more Tim Hortons innovation cafes in Canada	2020-02-13 19:30:29.891704	02-13-2020	100_king_st
61	Shoval Solo	https://lh3.googleusercontent.com/a-/ACNPEu_9X9Zmn9E14zW2ABrigkUUHTmpBXQXeE2VKijXaOM=s40-c-c0x00000000-cc-rp-mo-ba7-br100	Local Guide	992.0	9023.0	3	3 years ago	Food was nice but the service was slow	2020-02-13 19:30:29.892703	02-13-2020	100_king_st
62	Frank Cada	https://lh3.googleusercontent.com/a/ALm5wu1xZHjv80IKaVKoe6WDLZhtoyMITZceKFA7LxzK=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	16.0	11.0	5	3 years ago	I enjoy a caramel macchiato here most evenings and I'm never disappointed! Price point is lower than competitors and quality is equal if not better!	2020-02-13 19:30:29.892703	02-13-2020	100_king_st
63	Nabeel Muhammad	https://lh3.googleusercontent.com/a-/ACNPEu_4PCXFTDpZA83U4Shl0k00IwRQEM_B13ts-rqSLQg=s40-c-c0x00000000-cc-rp-mo-ba6-br100	Local Guide	662.0	1363.0	2	2 years ago	Good coffee but staff is not welcoming	2021-02-12 19:30:29.893704	02-12-2021	100_king_st
64	Dennis Robinson	https://lh3.googleusercontent.com/a-/ACNPEu-Pp8S-nGt-y9yMzG3IrcsOecpidE-y2UikRC6_Jg=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	238.0	183.0	5	2 years ago	This is not your father's Tim Horton's. Worth the visit!	2021-02-12 19:30:29.893704	02-12-2021	100_king_st
