	name	contri	userType	prevReviewCount	prevPhotosReview	rating	reviewDate	reviewText	reviewDate2	formatted_date	location
6173	Cherish Simon	https://lh3.googleusercontent.com/a/ALm5wu2pL5xkZze4o2l7AbXC7f1fS2XOcfEPG-trfUAX=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	46.0	20.0	4	4 years ago		2019-02-13 19:30:32.363960	02-13-2019	north_york
6174	Kerwin Wong	https://lh3.googleusercontent.com/a-/ACNPEu8R7oP8Z-WwEd7MsoYc13VkxCI7gDI-SkZTAy2hNg=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	138.0	0.0	4	3 years ago		2020-02-13 19:30:32.364960	02-13-2020	north_york
6175	Tom Tsui	https://lh3.googleusercontent.com/a/ALm5wu1O0Abf6_5SJo584xmgXZXfPlrwtDV6CzLLXJ0r=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	0.0	0.0	4	3 years ago		2020-02-13 19:30:32.364960	02-13-2020	north_york
6176	Husam Babiker	https://lh3.googleusercontent.com/a/ALm5wu2d9ts4cHgrIIAObghJmksA5VTLWAiyC7GnJPdj=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	0.0	0.0	5	4 years ago		2019-02-13 19:30:32.364960	02-13-2019	north_york
6177	Nadia Stillitani	https://lh3.googleusercontent.com/a/ALm5wu3mr8qi12iqoYQn14R385IA_b53hrpR53zB15I3=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	30.0	1.0	5	2 years ago		2021-02-12 19:30:32.365961	02-12-2021	north_york
6178	Angela Bejarano	https://lh3.googleusercontent.com/a/ALm5wu0eV-ax0bZ8Ou7Nc9ReVh3CCdGrUxlAYM-MaIj0=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	0.0	0.0	5	2 years ago		2021-02-12 19:30:32.365961	02-12-2021	north_york
6179	Richard Rogers	https://lh3.googleusercontent.com/a-/ACNPEu8zgTCizSu_XFyNcrML6wTlBaJjzrQttRkWNEUSOg=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	7.0	0.0	5	2 years ago		2021-02-12 19:30:32.365961	02-12-2021	north_york
6180	gandhi thittani	https://lh3.googleusercontent.com/a/ALm5wu1rJBWyAPoOx7LS8O-QyO0_MbcbtPkMTXR4yFqE=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	1.0	5	4 years ago		2019-02-13 19:30:32.366960	02-13-2019	north_york
6181	MickleLEL	https://lh3.googleusercontent.com/a-/ACNPEu-si6BpeDpgc-ywaF2xGURwr2y44QoFnE9c4QXACw=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	0.0	0.0	4	4 years ago		2019-02-13 19:30:32.366960	02-13-2019	north_york
6182	å¼ ï¿½ï¿½	https://lh3.googleusercontent.com/a/ALm5wu3PP0LnYhKEP-xY_1WfaAsINNAGx57d8xd1NZ_h=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	2.0	5.0	5	3 years ago		2020-02-13 19:30:32.367961	02-13-2020	north_york
6183	Hano Majid	https://lh3.googleusercontent.com/a-/ACNPEu_mCPZzO5k4Rd3YhPmQQFWHo1a_dGQYMjBalwMMlQ=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	3.0	0.0	5	a year ago		2022-02-12 19:30:32.367961	02-12-2022	north_york
6184	Bruno Yang	https://lh3.googleusercontent.com/a-/ACNPEu8cKyK6MrDMw8KuvUiBfFfrMhat9eUKLJM90bHDEg=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	7.0	130.0	5	4 years ago		2019-02-13 19:30:32.367961	02-13-2019	north_york
6185	Fernando Becerril	https://lh3.googleusercontent.com/a-/ACNPEu9JUlIxqyGp77TWyiU7N6UFcGqHqEq1CQoUsl7nPQ=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	4	3 years ago		2020-02-13 19:30:32.368961	02-13-2020	north_york
6186	George Shanouda	https://lh3.googleusercontent.com/a-/ACNPEu-0rbl9_7BPuG3SIbwALaCALTpGbgrpt1BLD6ouUAw=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	132.0	53.0	5	5 years ago		2018-02-13 19:30:32.368961	02-13-2018	north_york
6187	Melanie Oneill	https://lh3.googleusercontent.com/a-/ACNPEu-cr2va_OED_sZ0FqcAuEFQzSx5FVb5BdCCOJB-OQ=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	0.0	0.0	5	2 years ago		2021-02-12 19:30:32.368961	02-12-2021	north_york
6188	Matt Li	https://lh3.googleusercontent.com/a/ALm5wu0fsW2rnY1tuTmdYIEh8nFkmsxkszoEhsc3vowK=s40-c-c0x00000000-cc-rp-mo-ba6-br100	Local Guide	590.0	2184.0	5	5 years ago		2018-02-13 19:30:32.369961	02-13-2018	north_york
6189	Samantha Viane Mcfarlane	https://lh3.googleusercontent.com/a-/ACNPEu-Q8g7XOHdkZJDNpxvAUGj-EzkjVHlgA-5QDoCrOs4=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	4.0	0.0	3	3 years ago		2020-02-13 19:30:32.369961	02-13-2020	north_york
6190	Dhyanee Bhatt	https://lh3.googleusercontent.com/a-/ACNPEu8TWveTYQeEFftnmdvXg6NzQ_8N8zb0BzUo2OHb0A=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	49.0	4.0	3	3 years ago		2020-02-13 19:30:32.370962	02-13-2020	north_york
6191	Vinod Maraj	https://lh3.googleusercontent.com/a-/ACNPEu9utrA1X_R3rx-InHTPbnpsGvSZKuaKvZ9EgJCiXA=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	13.0	0.0	4	3 years ago		2020-02-13 19:30:32.370962	02-13-2020	north_york
6192	Rohan Parekh	https://lh3.googleusercontent.com/a-/ACNPEu-xkd0s8BXLJvIHqq-meAcuFG6D8l7pSQ5q0-JtBGA=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	175.0	1105.0	5	2 years ago		2021-02-12 19:30:32.370962	02-12-2021	north_york
6193	paul hodirnau	https://lh3.googleusercontent.com/a-/ACNPEu8tPYR62Y--6PtEuuOsbbVqXQtoENH0sUfAcQWCJg=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	0.0	0.0	4	4 years ago		2019-02-13 19:30:32.371962	02-13-2019	north_york
6194	Shan Ali	https://lh3.googleusercontent.com/a-/ACNPEu9_iiW9KMs25LreN1xFQ57CnFMaeAWrUKg-eXRklHA=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	125.0	18.0	5	3 years ago		2020-02-13 19:30:32.371962	02-13-2020	north_york
6195	Susan Keith	https://lh3.googleusercontent.com/a-/ACNPEu8pvTz3PilufirWDnc1OC1kc7hpzZq4Bfc4vqK9zw=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	5	4 years ago		2019-02-13 19:30:32.372962	02-13-2019	north_york
6196	Tiger â€œTigerroseï¿½ Rose	https://lh3.googleusercontent.com/a-/ACNPEu_aPJePSp4fbsr9RxGeE2rENy_vV2UyAWIYDJdUGiI=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	11.0	299.0	1	2 years ago		2021-02-12 19:30:32.372962	02-12-2021	north_york
6197	Winston Ly	https://lh3.googleusercontent.com/a-/ACNPEu8gYjlFbifpr0eRPlJvhZjNC07r7i6yx-tgGbAEM_8=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	43.0	921.0	4	3 years ago		2020-02-13 19:30:32.372962	02-13-2020	north_york
6198	Dhruv Shah	https://lh3.googleusercontent.com/a-/ACNPEu8pTagN2C4jQ3-RI88dLazvTILGpksxUOLnRNZJxA=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	41.0	176.0	4	4 years ago		2019-02-13 19:30:32.373962	02-13-2019	north_york
6199	Patrick Watson	https://lh3.googleusercontent.com/a-/ACNPEu_i3mkgFzimj70fQtgEUjF2bH5dTv8fBq1t-WSEfE0=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	14.0	6.0	3	2 years ago		2021-02-12 19:30:32.373962	02-12-2021	north_york
6200	Sudharsanan Kannan Gopalakrishnan	https://lh3.googleusercontent.com/a/ALm5wu271aenql80rC9lfu6YfIbfHqAo2Bjg-BKVzQwS=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	0.0	0.0	3	2 years ago		2021-02-12 19:30:32.373962	02-12-2021	north_york
6201	Sarah Gallah	https://lh3.googleusercontent.com/a/ALm5wu1kprMmGtJ7v0Ie4LStDbcKZ9CA0q1pv5Cmz5U2=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	264.0	181.0	4	4 years ago		2019-02-13 19:30:32.374963	02-13-2019	north_york
6202	Madhav Rathod	https://lh3.googleusercontent.com/a/ALm5wu3oT8xrZ4-wzNq0iJLFWF0FFDw6OeZwNZvlaoNZ=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	2.0	0.0	5	3 years ago		2020-02-13 19:30:32.374963	02-13-2020	north_york
6203	Kerry Beggs	https://lh3.googleusercontent.com/a-/ACNPEu-YrXZbTWwGvdAcfmLk1mzwt56wVx24AvW9SXF15w=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	3.0	0.0	5	4 years ago		2019-02-13 19:30:32.375963	02-13-2019	north_york
6204	ankit mathur	https://lh3.googleusercontent.com/a/ALm5wu2LCg1j4vfvlpDh2zH0K0-eIrfIDtBasf05pBVM=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	0.0	0.0	5	3 years ago		2020-02-13 19:30:32.375963	02-13-2020	north_york
6205	Hyeryung Jeon	https://lh3.googleusercontent.com/a-/ACNPEu87LK8B8A4jzfrdIOlD1mETHd7eZcxrL9N9OJxi9g=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	2.0	0.0	5	4 years ago		2019-02-13 19:30:32.375963	02-13-2019	north_york
6206	McMus McMus	https://lh3.googleusercontent.com/a/ALm5wu0Ni8q58qE1ApaGlYSZ6XupPaMrkiB6lBMyDbxT=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	20.0	7.0	4	4 years ago		2019-02-13 19:30:32.376963	02-13-2019	north_york
6207	Sofia Sofia	https://lh3.googleusercontent.com/a-/ACNPEu8ZE57SYNJmheRJWMpDqpFJK7dF3sAt7ObgM8WwySM=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	0.0	0.0	5	4 years ago		2019-02-13 19:30:32.376963	02-13-2019	north_york
6208	Dabor76	https://lh3.googleusercontent.com/a-/ACNPEu8BW9pxnEaGn3_KxCxz546k6EakcOijc57V5bSJH-U=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	154.0	3.0	1	3 years ago		2020-02-13 19:30:32.376963	02-13-2020	north_york
6209	Tanya Micheva	https://lh3.googleusercontent.com/a-/ACNPEu90K-iPoylUfQx0DGP2R2b5bZ9uO9OV_eU7F3Qf4A=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	32.0	64.0	5	4 years ago		2019-02-13 19:30:32.377963	02-13-2019	north_york
6210	Garry Vander Byl	https://lh3.googleusercontent.com/a-/ACNPEu-W0ny5tDwEkbGMmrh6ElTeQxUGlQUiFi3bAbkTcQ=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	3.0	0.0	4	4 years ago		2019-02-13 19:30:32.377963	02-13-2019	north_york
6211	MATTEO NELLI	https://lh3.googleusercontent.com/a-/ACNPEu_mKA3NIj45ohDAiby5z1HCCYhFOixjQPTBgyVmZnY=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	51.0	947.0	5	a year ago		2022-02-12 19:30:32.378963	02-12-2022	north_york
6212	Sky Derp	https://lh3.googleusercontent.com/a-/ACNPEu9YWa9Ucp0s5BM-8qUPavK5yM7j6OsGItviaNByEQ=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	0.0	0.0	5	2 years ago		2021-02-12 19:30:32.378963	02-12-2021	north_york
6213	Arran Stewart	https://lh3.googleusercontent.com/a/ALm5wu10bAJNmhhrpOTpR7ZpGV_fkrXdk1Ycb7yrBug3=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	19.0	1.0	5	3 years ago		2020-02-13 19:30:32.378963	02-13-2020	north_york
6214	Kim M	https://lh3.googleusercontent.com/a-/ACNPEu_v7DXqpMpOKojcnayvh5TCmNETxC80EpODvZ4sog=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	4.0	0.0	5	2 years ago		2021-02-12 19:30:32.379964	02-12-2021	north_york
6215	J. Park	https://lh3.googleusercontent.com/a/ALm5wu2vd3FWBl1eI5-xMy3TpgE8ZSSz6PHqbJYs5fB3=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	16.0	0.0	4	5 years ago		2018-02-13 19:30:32.379964	02-13-2018	north_york
6216	Shanu Patel	https://lh3.googleusercontent.com/a-/ACNPEu_tEPTVYUcaB7I909yW-7hYB-zplnwZBbR88fbc=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	2.0	0.0	5	4 years ago		2019-02-13 19:30:32.379964	02-13-2019	north_york
6217	Lo Sgarro the red one	https://lh3.googleusercontent.com/a-/ACNPEu9etqXmMfwf_k7j_PMlfw5iAtFM2w7OHYtqtnDGNA=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	98.0	0.0	3	4 years ago		2019-02-13 19:30:32.380964	02-13-2019	north_york
6218	Hamidreza Danesh	https://lh3.googleusercontent.com/a-/ACNPEu9-gClKvd0F-3cGe85b-b1qKYe7UEaFlriMgEwpmA=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	0.0	0.0	1	2 years ago		2021-02-12 19:30:32.380964	02-12-2021	north_york
6219	mahendra nallaraku	https://lh3.googleusercontent.com/a/ALm5wu1ydW3HlonPRTBdODXew1F_YMzwB09n3eR7JU0Y=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	3.0	0.0	5	3 years ago		2020-02-13 19:30:32.381964	02-13-2020	north_york
6220	Raghib Shah	https://lh3.googleusercontent.com/a/ALm5wu0u_irtwuK5p3ncQMOx8tCvPp9szpi2YS2NOUn5=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	0.0	0.0	4	4 years ago		2019-02-13 19:30:32.381964	02-13-2019	north_york
6221	louis quezada	https://lh3.googleusercontent.com/a/ALm5wu2reRZLWFFmzInO4nDFpeBB2cGsLCb96VOc59nS=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	5.0	0.0	5	3 years ago		2020-02-13 19:30:32.381964	02-13-2020	north_york
6222	will king	https://lh3.googleusercontent.com/a/ALm5wu0e-MUB4bWgLjukaYXeCziud1kOtqRDRZIuu-ju=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	157.0	606.0	5	4 years ago		2019-02-13 19:30:32.382964	02-13-2019	north_york
6223	Jleeza S	https://lh3.googleusercontent.com/a/ALm5wu1GSVYyoAr-Fcg2H5q86Z1C8LjrVEDY9u94LNXo=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	55.0	28.0	5	3 years ago		2020-02-13 19:30:32.382964	02-13-2020	north_york
6224	Niha Saar	https://lh3.googleusercontent.com/a-/ACNPEu_mOwTzJnxkvfeftes_NmEQFYhr8cjIGOBaoXQETg=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	112.0	1097.0	5	3 years ago		2020-02-13 19:30:32.383965	02-13-2020	north_york
6225	Anand Dixit	https://lh3.googleusercontent.com/a-/ACNPEu-I-m5yWKHP7im93H28tBdH0cb6CkpIbLtylYG_dg=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	104.0	39.0	5	2 years ago		2021-02-12 19:30:32.383965	02-12-2021	north_york
6226	Cassandra DLCM	https://lh3.googleusercontent.com/a-/ACNPEu_bD_0velBZTEtyHHsv8oLk-avJeYMjLjFCP6-Nzw=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	141.0	365.0	4	3 months ago		2022-11-14 19:30:32.383965	11-14-2022	north_york
6227	Jatinder Dev	https://lh3.googleusercontent.com/a-/ACNPEu_x2QRUc-FAz6yDN9pTMfE5cMbSeQ0HWa-IZXTfGxw=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	2.0	85.0	5	3 years ago		2020-02-13 19:30:32.384965	02-13-2020	north_york
6228	desta tefera	https://lh3.googleusercontent.com/a-/ACNPEu8jZ_m_19HBQmOMLBFJmyF_H169DK2mXFVvZjGC=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	21.0	6.0	4	5 years ago		2018-02-13 19:30:32.384965	02-13-2018	north_york
6229	Sandra Leroux	https://lh3.googleusercontent.com/a/ALm5wu1QGAnzkKfRn1oLIJIL_ld0lFoSJKdDWON0Kicd=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	18.0	0.0	5	a year ago		2022-02-12 19:30:32.385965	02-12-2022	north_york
6230	Paolo Pocholo Pascual	https://lh3.googleusercontent.com/a/ALm5wu3MEfTEmADVgp7bWpZJR9Wbyh_YWrovOFsQFK6p=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	88.0	62.0	4	5 years ago		2018-02-13 19:30:32.385965	02-13-2018	north_york
6231	Ramya Iyer	https://lh3.googleusercontent.com/a-/ACNPEu_OMV7XeTs57OZD_nCR8fb4cZN68RrApUGil3krKA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	66.0	3.0	4	3 months ago		2022-11-14 19:30:32.385965	11-14-2022	north_york
6232	William Carrigan	https://lh3.googleusercontent.com/a-/ACNPEu-Mtku8wm7IWqeECKvDBiurAWJqz2lAFDjg34RjJA=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	174.0	159.0	4	5 years ago		2018-02-13 19:30:32.386965	02-13-2018	north_york
6233	pmbm2 (Peem)	https://lh3.googleusercontent.com/a-/ACNPEu-W2FyMOwgbY3FYI9ViT_e_GssF2NhZvB6D0qOO=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	60.0	171.0	4	3 years ago		2020-02-13 19:30:32.386965	02-13-2020	north_york
6234	J Varghese	https://lh3.googleusercontent.com/a-/ACNPEu_HT-l6zGeVcWJ8NGPpvIZboFoHuIzVmKKaA-zttA=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	6.0	29.0	4	3 years ago		2020-02-13 19:30:32.386965	02-13-2020	north_york
6235	Dominic Flores	https://lh3.googleusercontent.com/a-/ACNPEu-oj72hJ7qLl_Mfxif5SEe23EMbQIcoZIYgGnjdeQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	4.0	30.0	4	4 years ago		2019-02-13 19:30:32.387965	02-13-2019	north_york
6236	Peter Emmett	https://lh3.googleusercontent.com/a-/ACNPEu_OJQrWLXrw_nWhR1FyXObcUvEyzCPZ4VweMuK51A=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	43.0	6.0	4	4 years ago		2019-02-13 19:30:32.387965	02-13-2019	north_york
6237	AS Drums	https://lh3.googleusercontent.com/a/ALm5wu1LEhCjR6lz0q16X1N1HjJke2gM_sdRLVC0P34g=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	5	4 years ago		2019-02-13 19:30:32.388965	02-13-2019	north_york
6238	Jay Thakkar	https://lh3.googleusercontent.com/a/ALm5wu2Ey86cBOAadVZAjCtqyzMDXBxskXIvQbMfoKAMhA=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	5	4 years ago		2019-02-13 19:30:32.388965	02-13-2019	north_york
6239	Avinash J	https://lh3.googleusercontent.com/a/ALm5wu2e5X8YpDRJaBMeDi7260krP5ieTvSPPBbYUrYw=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	97.0	299.0	5	3 years ago		2020-02-13 19:30:32.388965	02-13-2020	north_york
6240	Sonu Alex	https://lh3.googleusercontent.com/a-/ACNPEu_RxHZOiYKIQzfxiBguPJt4rzTia4arMhcmS3cFSg=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	32.0	37.0	4	2 years ago		2021-02-12 19:30:32.389966	02-12-2021	north_york
6241	Elie Karam	https://lh3.googleusercontent.com/a/ALm5wu0Uk9miqD-bBhqSM1Hg4__X--PVWQN_jIy_i4VC4Q=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	36.0	26.0	5	2 months ago		2022-12-14 19:30:32.389966	12-14-2022	north_york
6242	Demey Lopez	https://lh3.googleusercontent.com/a-/ACNPEu_ey40ppS4lkiKscCMeUWd1RIwliPXQO5s8lPBLjQ=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	12.0	0.0	5	a year ago		2022-02-12 19:30:32.389966	02-12-2022	north_york
6243	Kiranpreet Kaur	https://lh3.googleusercontent.com/a/ALm5wu1BNGPybl2gWCCkFupnojvt3hxKaV1nYLk7hT5b=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	1	3 years ago		2020-02-13 19:30:32.390966	02-13-2020	north_york
6244	Carl Britton	https://lh3.googleusercontent.com/a-/ACNPEu-sDNd1_19UpfECwTD7JKmKkQS_U84IZZrfeF8BxuY=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	23.0	195.0	4	5 years ago		2018-02-13 19:30:32.390966	02-13-2018	north_york
6245	Ram Hariharan	https://lh3.googleusercontent.com/a-/ACNPEu9Zkvopnds0poPJ7YF0N5yfZTGicRaiC18JLA1G6Q=s40-c-c0x00000000-cc-rp-mo-ba2-br100	Local Guide	9.0	1.0	2	4 years ago		2019-02-13 19:30:32.391966	02-13-2019	north_york
6246	Dhruv Rathod	https://lh3.googleusercontent.com/a-/ACNPEu-geUHFrybi92FcowZz157NSRPj90XA9N2NlEPYXJg=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	45.0	136.0	5	3 years ago		2020-02-13 19:30:32.391966	02-13-2020	north_york
6247	Karishma Jain	https://lh3.googleusercontent.com/a/ALm5wu39QaRwrGuB9KTY1sfaUy3jkInHfRcVsYkB3zkH=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	22.0	17.0	5	3 years ago		2020-02-13 19:30:32.391966	02-13-2020	north_york
6248	LiL Angel	https://lh3.googleusercontent.com/a/ALm5wu2S6V9N2nOQujlXfO2yBZf_dDv5xZ6UQRnGHEwg=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	24.0	133.0	4	3 years ago		2020-02-13 19:30:32.392966	02-13-2020	north_york
6249	shuo ge	https://lh3.googleusercontent.com/a-/ACNPEu95pDmjwGYl9QM9SGzwgsCkU0HS1U58wVTv3SBE5Q=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	3.0	0.0	5	6 years ago		2017-02-13 19:30:32.392966	02-13-2017	north_york
6250	Sinisa Drljaca	https://lh3.googleusercontent.com/a/ALm5wu3WrfTmoPX7MOGe0I827-R00qh6r3vw2BNNAFU5=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	33.0	71.0	3	a year ago		2022-02-12 19:30:32.392966	02-12-2022	north_york
6251	Hossein Mojabi	https://lh3.googleusercontent.com/a/ALm5wu2VMIWpUYfTDvjddpXuPbymANUMJBqvjPVXeLxSXDA=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	6.0	30.0	4	3 years ago		2020-02-13 19:30:32.393967	02-13-2020	north_york
6252	Emy Nobert Ravishankar	https://lh3.googleusercontent.com/a-/ACNPEu-JDGiYROuhpd1LK6wsS3i2wC5TFsnueBupaZQ_vQ=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	5	2 years ago		2021-02-12 19:30:32.393967	02-12-2021	north_york
6253	Larissa Barboza	https://lh3.googleusercontent.com/a-/ACNPEu-Mwnj-VXIQfXzwcs3bP_ZMAOGJwpA0_b4l9qyRFw=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	9.0	1.0	5	3 years ago		2020-02-13 19:30:32.394967	02-13-2020	north_york
6254	Mubeen Deen	https://lh3.googleusercontent.com/a/ALm5wu368CkyJSozU4X71LeO89CPPrJ1lBGSMFN4XtGO=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	136.0	129.0	3	3 years ago		2020-02-13 19:30:32.394967	02-13-2020	north_york
6255	Khatchig Ketchedjian	https://lh3.googleusercontent.com/a-/ACNPEu9073x1RpR8UBxn8ZdrTj52aHFi6se7Ytr1yjdkPQ=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	4.0	0.0	5	a year ago		2022-02-12 19:30:32.394967	02-12-2022	north_york
6256	Y S	https://lh3.googleusercontent.com/a/ALm5wu3GrhEjUHVnKDXtqAEtTBMPN1WhHPBeumQBrFmfmak=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	149.0	208.0	4	2 years ago		2021-02-12 19:30:32.395967	02-12-2021	north_york
6257	N Cole	https://lh3.googleusercontent.com/a/ALm5wu3KALQmifVOev5rGDpcHWzKpx7h4V8Sh2srAsWG=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	4	a year ago		2022-02-12 19:30:32.395967	02-12-2022	north_york
6258	Sam Lee	https://lh3.googleusercontent.com/a-/ACNPEu9GQsJp9OIQOa_iaTxhEL_eQEZimeYta96uU9KxKA=s40-c-c0x00000000-cc-rp-mo-ba5-br100	Local Guide	70.0	540.0	4	3 years ago		2020-02-13 19:30:32.395967	02-13-2020	north_york
6259	Andre Martin	https://lh3.googleusercontent.com/a/ALm5wu1HPeEuuETdTTsee_RmBLJZ2GtfCAdjTtPATO-5=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	79.0	147.0	4	2 years ago		2021-02-12 19:30:32.396967	02-12-2021	north_york
6260	Deepak Paul	https://lh3.googleusercontent.com/a-/ACNPEu9_XeQbetgv9drm9w_GghzpKx0S0N6rhDrtOZkX0w=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	28.0	14.0	4	4 years ago		2019-02-13 19:30:32.396967	02-13-2019	north_york
6261	Maria Leonard	https://lh3.googleusercontent.com/a-/ACNPEu89N6OlWowdUggaTUvr0y-ShUWSET52YZS6IniJnw=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	49.0	20.0	4	2 years ago		2021-02-12 19:30:32.397967	02-12-2021	north_york
6262	BrandTheMan	https://lh3.googleusercontent.com/a-/ACNPEu_R9AasM-LpBwVolQF3dPDiCUaRw8X7vMkCsfZUxg=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	1.0	0.0	5	2 years ago		2021-02-12 19:30:32.397967	02-12-2021	north_york
6263	Sandra Park	https://lh3.googleusercontent.com/a/ALm5wu0lFkoyRxB0fztY3p0Gd4nvYwpDSarmgES39APe=s40-c-c0x00000000-cc-rp-mo-br100	Not defined	27.0	0.0	5	2 years ago		2021-02-12 19:30:32.397967	02-12-2021	north_york
6264	Mevlut Yeni	https://lh3.googleusercontent.com/a-/ACNPEu9haUNb4jjL7_vA8nmKy5MzC91c2NNi_9tkwwM5pi8=s40-c-c0x00000000-cc-rp-mo-ba4-br100	Local Guide	129.0	174.0	2	3 years ago		2020-02-13 19:30:32.398968	02-13-2020	north_york
6265	Hayet Chaieb	https://lh3.googleusercontent.com/a-/ACNPEu_lFWv5B59lwmRZ2xn-KAt-I7Mei6m0e4Evh03zvQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100	Local Guide	29.0	27.0	4	2 years ago		2021-02-12 19:30:32.398968	02-12-2021	north_york
